league,season,fixture_id,date,venue,referee,home_team,away_team,home_goals,away_goals,status,home_shots_on_target,away_shots_on_target,home_shots_total,away_shots_total,home_possession,away_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_passes,away_passes,home_pass_accuracy,away_pass_accuracy,goal_diff,result,total_goals,home_win,draw,away_win,home_total_cards,away_total_cards,total_cards,card_diff,possession_diff,pass_accuracy_diff,shot_diff,shots_on_target_diff,passes_diff,home_shot_efficiency,away_shot_efficiency,shot_efficiency_diff,big_team_home,big_team_away,big_team_match
Ligue 1,2020,571583,2020-11-29 12:00:00+00:00,Groupama Stadium,J. Miguelgorry,Lyon,Reims,3,0,FT,4.0,2.0,15.0,9.0,64.0,36.0,2.0,1.0,0.0,1.0,636.0,353.0,90.0,82.0,3,H,3,1,0,0,2.0,2.0,4.0,0.0,28.0,8.0,6.0,2.0,283.0,0.2,0.0,0.2,0,0,0
Ligue 1,2020,571587,2020-11-29 14:00:00+00:00,Stade Louis II,A. Gautier,Monaco,Nimes,3,0,FT,5.0,2.0,17.0,6.0,67.0,33.0,1.0,1.0,0.0,1.0,614.0,293.0,88.0,70.0,3,H,3,1,0,0,1.0,2.0,3.0,-1.0,34.0,18.0,11.0,3.0,321.0,0.17647058823529413,0.0,0.17647058823529413,0,0,0
Ligue 1,2020,571596,2020-12-06 20:00:00+00:00,Stade Saint-Symphorien,K. Abed,Metz,Lyon,1,3,FT,5.0,5.0,12.0,18.0,46.0,54.0,1.0,0.0,1.0,1.0,447.0,524.0,84.0,87.0,-2,A,4,0,0,1,2.0,1.0,3.0,1.0,-8.0,-3.0,-6.0,0.0,-77.0,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0,0,0
Ligue 1,2020,571611,2020-12-13 20:00:00+00:00,Parc des Princes,B. Bastien,Paris Saint Germain,Lyon,0,1,FT,1.0,5.0,7.0,9.0,64.0,36.0,4.0,1.0,0.0,1.0,601.0,331.0,89.0,80.0,-1,A,1,0,0,1,4.0,2.0,6.0,2.0,28.0,9.0,-2.0,-4.0,270.0,0.0,0.1111111111111111,-0.1111111111111111,0,0,0
Ligue 1,2020,571620,2020-12-16 18:00:00+00:00,Stade des Costières,R. Buquet,Nimes,Nice,0,2,FT,4.0,6.0,15.0,14.0,44.0,56.0,1.0,2.0,0.0,1.0,420.0,530.0,81.0,86.0,-2,A,2,0,0,1,1.0,3.0,4.0,-2.0,-12.0,-5.0,1.0,-2.0,-110.0,0.0,0.14285714285714285,-0.14285714285714285,0,0,0
Ligue 1,2020,571612,2020-12-16 20:00:00+00:00,Groupama Stadium,J. Brisard,Lyon,Stade Brestois 29,2,2,FT,11.0,2.0,28.0,8.0,56.0,44.0,3.0,0.0,0.0,1.0,524.0,424.0,89.0,81.0,0,D,4,0,1,0,3.0,1.0,4.0,2.0,12.0,8.0,20.0,9.0,100.0,0.07142857142857142,0.25,-0.17857142857142858,0,0,0
Ligue 1,2020,571619,2020-12-16 20:00:00+00:00,Parc des Princes,J. Hamel,Paris Saint Germain,Lorient,2,0,FT,8.0,3.0,24.0,8.0,74.0,26.0,3.0,0.0,0.0,1.0,773.0,260.0,90.0,71.0,2,H,2,1,0,0,3.0,1.0,4.0,2.0,48.0,19.0,16.0,5.0,513.0,0.08333333333333333,0.0,0.08333333333333333,0,0,0
Ligue 1,2020,571640,2020-12-23 18:00:00+00:00,Allianz Riviera,A. Petit,Nice,Lorient,2,2,FT,3.0,6.0,3.0,24.0,41.0,59.0,3.0,4.0,1.0,0.0,435.0,581.0,82.0,88.0,0,D,4,0,1,0,4.0,4.0,8.0,0.0,-18.0,-6.0,-21.0,-3.0,-146.0,0.6666666666666666,0.08333333333333333,0.5833333333333333,0,0,0
Ligue 1,2020,571639,2020-12-23 18:00:00+00:00,Stade des Costières,J. Pignard,Nimes,Dijon,1,3,FT,1.0,4.0,8.0,14.0,46.0,54.0,2.0,2.0,1.0,0.0,378.0,449.0,76.0,80.0,-2,A,4,0,0,1,3.0,2.0,5.0,1.0,-8.0,-4.0,-6.0,-3.0,-71.0,0.125,0.21428571428571427,-0.08928571428571427,0,0,0
Ligue 1,2020,571636,2020-12-23 20:00:00+00:00,Stade Louis II,J. Hamel,Monaco,Saint Etienne,2,2,FT,2.0,6.0,2.0,18.0,39.0,61.0,3.0,2.0,1.0,0.0,327.0,474.0,70.0,81.0,0,D,4,0,1,0,4.0,2.0,6.0,2.0,-22.0,-11.0,-16.0,-4.0,-147.0,1.0,0.1111111111111111,0.8888888888888888,0,0,0
Ligue 1,2020,571643,2021-01-06 18:00:00+00:00,Stade Yves Allainmat - Le Moustoir,F. Schneider,Lorient,Monaco,2,5,FT,5.0,9.0,11.0,15.0,40.0,60.0,1.0,3.0,1.0,0.0,386.0,579.0,81.0,87.0,-3,A,7,0,0,1,2.0,3.0,5.0,-1.0,-20.0,-6.0,-4.0,-4.0,-193.0,0.18181818181818182,0.3333333333333333,-0.1515151515151515,0,0,0
Ligue 1,2020,571689,2021-01-31 20:00:00+00:00,Stade de la Beaujoire - Louis Fonteneau,T. Léonard,Nantes,Monaco,1,2,FT,3.0,5.0,8.0,14.0,31.0,69.0,4.0,3.0,1.0,0.0,292.0,635.0,71.0,85.0,-1,A,3,0,0,1,5.0,3.0,8.0,2.0,-38.0,-14.0,-6.0,-2.0,-343.0,0.125,0.14285714285714285,-0.01785714285714285,0,0,0
Ligue 1,2020,571705,2021-02-06 18:00:00+00:00,Groupama Stadium,A. Delerue,Lyon,Strasbourg,3,0,FT,8.0,1.0,16.0,8.0,70.0,30.0,2.0,2.0,0.0,1.0,651.0,271.0,89.0,74.0,3,H,3,1,0,0,2.0,3.0,5.0,-1.0,40.0,15.0,8.0,7.0,380.0,0.1875,0.0,0.1875,0,0,0
Ligue 1,2020,571711,2021-02-07 20:00:00+00:00,Orange Vélodrome,B. Bastien,Marseille,Paris Saint Germain,0,2,FT,4.0,2.0,12.0,9.0,53.0,47.0,1.0,2.0,1.0,0.0,554.0,486.0,83.0,85.0,-2,A,2,0,0,1,2.0,2.0,4.0,0.0,6.0,-2.0,3.0,2.0,68.0,0.0,0.2222222222222222,-0.2222222222222222,0,0,0
Ligue 1,2020,571713,2021-02-14 14:00:00+00:00,Stade Gaston-Gérard,A. Petit,Dijon,Nimes,0,2,FT,3.0,4.0,10.0,8.0,50.0,50.0,4.0,1.0,1.0,0.0,478.0,476.0,76.0,74.0,-2,A,2,0,0,1,5.0,1.0,6.0,4.0,0.0,2.0,2.0,-1.0,2.0,0.0,0.25,-0.25,0,0,0
Ligue 1,2020,571714,2021-02-14 20:00:00+00:00,Stade Matmut-Atlantique,J. Brisard,Bordeaux,Marseille,0,0,FT,1.0,0.0,19.0,4.0,56.0,44.0,1.0,1.0,0.0,2.0,492.0,389.0,88.0,78.0,0,D,0,0,1,0,1.0,3.0,4.0,-2.0,12.0,10.0,15.0,1.0,103.0,0.0,0.0,0.0,0,0,0
Ligue 1,2020,571726,2021-02-20 16:00:00+00:00,Stade de la Beaujoire - Louis Fonteneau,A. Delerue,Nantes,Marseille,1,1,FT,1.0,3.0,6.0,7.0,33.0,67.0,4.0,1.0,0.0,1.0,299.0,598.0,63.0,78.0,0,D,2,0,1,0,4.0,2.0,6.0,2.0,-34.0,-15.0,-1.0,-2.0,-299.0,0.16666666666666666,0.14285714285714285,0.023809523809523808,0,0,0
Ligue 1,2020,571730,2021-02-21 14:00:00+00:00,Stade des Costières,W. Delajod,Nimes,Bordeaux,2,0,FT,3.0,4.0,8.0,11.0,28.0,72.0,0.0,3.0,0.0,1.0,261.0,630.0,70.0,90.0,2,H,2,1,0,0,0.0,4.0,4.0,-4.0,-44.0,-20.0,-3.0,-1.0,-369.0,0.25,0.0,0.25,0,0,0
Ligue 1,2020,571739,2021-02-28 14:00:00+00:00,Stade des Costières,F. Batta,Nimes,Nantes,1,1,FT,4.0,1.0,8.0,8.0,60.0,40.0,2.0,1.0,1.0,0.0,512.0,313.0,77.0,66.0,0,D,2,0,1,0,3.0,1.0,4.0,2.0,20.0,11.0,0.0,3.0,199.0,0.125,0.125,0.0,0,0,0
Ligue 1,2020,571741,2021-02-28 20:00:00+00:00,Orange Vélodrome,B. Millot,Marseille,Lyon,1,1,FT,2.0,1.0,12.0,11.0,53.0,47.0,4.0,4.0,0.0,1.0,479.0,424.0,85.0,83.0,0,D,2,0,1,0,4.0,5.0,9.0,-1.0,6.0,2.0,1.0,1.0,55.0,0.08333333333333333,0.09090909090909091,-0.007575757575757583,0,0,0
Ligue 1,2020,571746,2021-03-03 18:00:00+00:00,Stade Saint-Symphorien,J. Hamel,Metz,Angers,0,1,FT,2.0,4.0,15.0,8.0,65.0,35.0,2.0,2.0,1.0,0.0,585.0,311.0,86.0,73.0,-1,A,1,0,0,1,3.0,2.0,5.0,1.0,30.0,13.0,7.0,-2.0,274.0,0.0,0.125,-0.125,0,0,0
Ligue 1,2020,571778,2021-04-03 15:00:00+00:00,Parc des Princes,B. Bastien,Paris Saint Germain,Lille,0,1,FT,3.0,3.0,16.0,3.0,65.0,35.0,6.0,4.0,1.0,1.0,580.0,321.0,87.0,74.0,-1,A,1,0,0,1,7.0,5.0,12.0,2.0,30.0,13.0,13.0,0.0,259.0,0.0,0.3333333333333333,-0.3333333333333333,0,1,0
Ligue 1,2020,571773,2021-04-03 19:00:00+00:00,Stade Bollaert-Delelis,B. Millot,Lens,Lyon,1,1,FT,4.0,6.0,9.0,15.0,39.0,61.0,3.0,3.0,0.0,1.0,388.0,590.0,78.0,85.0,0,D,2,0,1,0,3.0,4.0,7.0,-1.0,-22.0,-7.0,-6.0,-2.0,-202.0,0.1111111111111111,0.06666666666666667,0.04444444444444444,0,0,0
Ligue 1,2020,571781,2021-04-04 13:00:00+00:00,Stade Auguste-Delaune II,K. Abed,Reims,Rennes,2,2,FT,4.0,8.0,9.0,19.0,42.0,58.0,3.0,3.0,1.0,0.0,383.0,514.0,83.0,89.0,0,D,4,0,1,0,4.0,3.0,7.0,1.0,-16.0,-6.0,-10.0,-4.0,-131.0,0.2222222222222222,0.10526315789473684,0.11695906432748537,0,0,0
Ligue 1,2020,571799,2021-04-18 13:00:00+00:00,Stade des Costières,A. Gautier,Nimes,Strasbourg,1,1,FT,1.0,3.0,5.0,7.0,51.0,49.0,0.0,2.0,0.0,1.0,476.0,448.0,83.0,80.0,0,D,2,0,1,0,0.0,3.0,3.0,-3.0,2.0,3.0,-2.0,-2.0,28.0,0.2,0.14285714285714285,0.05714285714285716,0,0,0
Ligue 1,2020,571793,2021-04-18 13:00:00+00:00,Stade Francis-Le Blé,K. Abed,Stade Brestois 29,Lens,1,1,FT,5.0,2.0,7.0,8.0,44.0,56.0,2.0,7.0,1.0,2.0,342.0,429.0,76.0,80.0,0,D,2,0,1,0,3.0,9.0,12.0,-6.0,-12.0,-4.0,-1.0,3.0,-87.0,0.14285714285714285,0.125,0.01785714285714285,0,0,0
Ligue 1,2020,571794,2021-04-18 15:05:00+00:00,Stade Matmut-Atlantique,F. Letexier,Bordeaux,Monaco,0,3,FT,2.0,6.0,7.0,13.0,40.0,60.0,4.0,1.0,1.0,0.0,420.0,618.0,79.0,84.0,-3,A,3,0,0,1,5.0,1.0,6.0,4.0,-20.0,-5.0,-6.0,-4.0,-198.0,0.0,0.23076923076923078,-0.23076923076923078,0,0,0
Ligue 1,2020,571810,2021-04-23 19:00:00+00:00,Stade Auguste-Delaune II,E. Wattellier,Reims,Marseille,1,3,FT,1.0,6.0,10.0,11.0,41.0,59.0,2.0,0.0,1.0,0.0,413.0,598.0,86.0,88.0,-2,A,4,0,0,1,3.0,0.0,3.0,3.0,-18.0,-2.0,-1.0,-5.0,-185.0,0.1,0.2727272727272727,-0.1727272727272727,0,0,0
Ligue 1,2020,571804,2021-04-25 13:00:00+00:00,Stade Bollaert-Delelis,A. Petit,Lens,Nimes,2,1,FT,4.0,2.0,7.0,16.0,43.0,57.0,1.0,2.0,1.0,0.0,360.0,461.0,77.0,82.0,1,H,3,1,0,0,2.0,2.0,4.0,0.0,-14.0,-5.0,-9.0,2.0,-101.0,0.2857142857142857,0.0625,0.2232142857142857,0,0,0
Ligue 1,2020,571812,2021-05-01 19:00:00+00:00,Stade Pierre-Mauroy,A. Delerue,Lille,Nice,2,0,FT,4.0,0.0,12.0,0.0,55.0,45.0,2.0,3.0,0.0,1.0,617.0,492.0,89.0,87.0,2,H,2,1,0,0,2.0,4.0,6.0,-2.0,10.0,2.0,12.0,4.0,125.0,0.16666666666666666,0.0,0.16666666666666666,1,0,0
Ligue 1,2020,571815,2021-05-02 11:00:00+00:00,Stade Matmut-Atlantique,A. Gautier,Bordeaux,Rennes,1,0,FT,4.0,2.0,9.0,9.0,45.0,55.0,4.0,1.0,0.0,1.0,401.0,475.0,82.0,83.0,1,H,1,1,0,0,4.0,2.0,6.0,2.0,-10.0,-1.0,0.0,2.0,-74.0,0.1111111111111111,0.0,0.1111111111111111,0,0,0
Ligue 1,2020,571813,2021-05-02 13:00:00+00:00,Stade Gaston-Gérard,F. Schneider,Dijon,Metz,1,5,FT,4.0,6.0,10.0,14.0,44.0,56.0,1.0,1.0,1.0,0.0,398.0,491.0,79.0,84.0,-4,A,6,0,0,1,2.0,1.0,3.0,1.0,-12.0,-5.0,-4.0,-2.0,-93.0,0.1,0.35714285714285715,-0.2571428571428571,0,0,0
Ligue 1,2020,571816,2021-05-02 13:00:00+00:00,Stade Yves Allainmat - Le Moustoir,W. Delajod,Lorient,Angers,2,0,FT,4.0,2.0,13.0,9.0,49.0,51.0,3.0,3.0,1.0,1.0,541.0,544.0,86.0,85.0,2,H,2,1,0,0,4.0,4.0,8.0,0.0,-2.0,1.0,4.0,2.0,-3.0,0.15384615384615385,0.0,0.15384615384615385,0,0,0
Ligue 1,2020,571820,2021-05-02 19:00:00+00:00,Stade Louis II,C. Turpin,Monaco,Lyon,2,3,FT,4.0,5.0,12.0,17.0,47.0,53.0,1.0,4.0,2.0,3.0,435.0,472.0,73.0,81.0,-1,A,5,0,0,1,3.0,7.0,10.0,-4.0,-6.0,-8.0,-5.0,-1.0,-37.0,0.16666666666666666,0.17647058823529413,-0.009803921568627472,0,0,0
Ligue 1,2020,571827,2021-05-09 13:00:00+00:00,Allianz Riviera,T. Léonard,Nice,Stade Brestois 29,3,2,FT,5.0,2.0,14.0,9.0,62.0,38.0,1.0,1.0,1.0,0.0,612.0,368.0,91.0,81.0,1,H,5,1,0,0,2.0,1.0,3.0,1.0,24.0,10.0,5.0,3.0,244.0,0.21428571428571427,0.2222222222222222,-0.007936507936507936,0,0,0
Ligue 1,2020,571829,2021-05-09 19:00:00+00:00,Roazhon Park,R. Buquet,Rennes,Paris Saint Germain,1,1,FT,10.0,4.0,19.0,12.0,42.0,58.0,4.0,1.0,0.0,1.0,415.0,565.0,83.0,89.0,0,D,2,0,1,0,4.0,2.0,6.0,2.0,-16.0,-6.0,7.0,6.0,-150.0,0.05263157894736842,0.08333333333333333,-0.03070175438596491,0,0,0
Ligue 1,2020,571840,2021-05-16 19:00:00+00:00,Stade de la Mosson,A. Petit,Montpellier,Stade Brestois 29,0,0,FT,2.0,8.0,4.0,21.0,40.0,60.0,0.0,3.0,1.0,0.0,346.0,502.0,77.0,83.0,0,D,0,0,1,0,1.0,3.0,4.0,-2.0,-20.0,-6.0,-17.0,-6.0,-156.0,0.0,0.0,0.0,0,0,0
Ligue 1,2020,571837,2021-05-16 19:00:00+00:00,Stade Louis II,B. Bastien,Monaco,Rennes,2,1,FT,3.0,2.0,11.0,9.0,39.0,61.0,2.0,2.0,0.0,1.0,365.0,561.0,73.0,80.0,1,H,3,1,0,0,2.0,3.0,5.0,-1.0,-22.0,-7.0,2.0,1.0,-196.0,0.18181818181818182,0.1111111111111111,0.07070707070707072,0,0,0
Ligue 1,2020,705637,2021-05-30 16:00:00+00:00,Stade de la Beaujoire - Louis Fonteneau,"Benoît Bastien, France",Nantes,Toulouse,0,1,FT,2.0,5.0,8.0,12.0,38.0,62.0,3.0,3.0,0.0,1.0,306.0,500.0,62.0,77.0,-1,A,1,0,0,1,3.0,4.0,7.0,-1.0,-24.0,-15.0,-4.0,-3.0,-194.0,0.0,0.08333333333333333,-0.08333333333333333,0,0,0
Premier League,2021,710574,2021-08-23 19:00:00+00:00,London Stadium,M. Oliver,West Ham,Leicester,4,1,FT,7.0,1.0,19.0,5.0,51.0,49.0,0.0,1.0,0.0,1.0,502.0,508.0,86.0,84.0,3,H,5,1,0,0,0.0,2.0,2.0,-2.0,2.0,2.0,14.0,6.0,-6.0,0.21052631578947367,0.2,0.010526315789473661,0,0,0
Premier League,2021,710580,2021-08-28 11:30:00+00:00,Etihad Stadium,M. Atkinson,Manchester City,Arsenal,5,0,FT,10.0,0.0,25.0,1.0,80.0,20.0,1.0,2.0,0.0,1.0,757.0,185.0,92.0,68.0,5,H,5,1,0,0,1.0,3.0,4.0,-2.0,60.0,24.0,24.0,10.0,572.0,0.2,0.0,0.2,1,1,1
Premier League,2021,710579,2021-08-28 16:30:00+00:00,Anfield,A. Taylor,Liverpool,Chelsea,1,1,FT,7.0,3.0,24.0,6.0,66.0,34.0,0.0,2.0,0.0,1.0,695.0,370.0,86.0,72.0,0,D,2,0,1,0,0.0,3.0,3.0,-3.0,32.0,14.0,18.0,4.0,325.0,0.041666666666666664,0.16666666666666666,-0.125,1,1,1
Premier League,2021,710589,2021-09-11 11:30:00+00:00,Selhurst Park,J. Moss,Crystal Palace,Tottenham,3,0,FT,4.0,1.0,18.0,2.0,62.0,38.0,2.0,3.0,0.0,1.0,498.0,314.0,83.0,74.0,3,H,3,1,0,0,2.0,4.0,6.0,-2.0,24.0,9.0,16.0,3.0,184.0,0.16666666666666666,0.0,0.16666666666666666,0,1,0
Premier League,2021,710594,2021-09-11 14:00:00+00:00,St. Mary's Stadium,D. Coote,Southampton,West Ham,0,0,FT,3.0,3.0,11.0,13.0,42.0,58.0,3.0,3.0,0.0,1.0,390.0,541.0,79.0,87.0,0,D,0,0,1,0,3.0,4.0,7.0,-1.0,-16.0,-8.0,-2.0,0.0,-151.0,0.0,0.0,0.0,0,0,0
Premier League,2021,710591,2021-09-12 15:30:00+00:00,Elland Road,C. Pawson,Leeds,Liverpool,0,3,FT,4.0,9.0,9.0,30.0,44.0,56.0,2.0,1.0,1.0,0.0,404.0,524.0,81.0,87.0,-3,A,3,0,0,1,3.0,1.0,4.0,2.0,-12.0,-6.0,-21.0,-5.0,-120.0,0.0,0.1,-0.1,0,1,0
Premier League,2021,710605,2021-09-18 11:30:00+00:00,Molineux Stadium,D. England,Wolves,Brentford,0,2,FT,0.0,3.0,11.0,9.0,62.0,38.0,4.0,4.0,0.0,1.0,519.0,324.0,84.0,75.0,-2,A,2,0,0,1,4.0,5.0,9.0,-1.0,24.0,9.0,2.0,-3.0,195.0,0.0,0.2222222222222222,-0.2222222222222222,0,0,0
Premier League,2021,710618,2021-10-02 14:00:00+00:00,Stamford Bridge,M. Atkinson,Chelsea,Southampton,3,1,FT,9.0,2.0,20.0,6.0,62.0,38.0,1.0,3.0,0.0,1.0,546.0,344.0,86.0,75.0,2,H,4,1,0,0,1.0,4.0,5.0,-3.0,24.0,11.0,14.0,7.0,202.0,0.15,0.16666666666666666,-0.016666666666666663,1,0,0
Premier League,2021,710632,2021-10-17 15:30:00+00:00,St. James' Park,A. Marriner,Newcastle,Tottenham,2,3,FT,1.0,4.0,7.0,14.0,36.0,64.0,6.0,1.0,1.0,0.0,334.0,612.0,79.0,88.0,-1,A,5,0,0,1,7.0,1.0,8.0,6.0,-28.0,-9.0,-7.0,-3.0,-278.0,0.2857142857142857,0.21428571428571427,0.07142857142857142,0,1,0
Premier League,2021,710639,2021-10-23 11:30:00+00:00,Stamford Bridge,A. Madley,Chelsea,Norwich,7,0,FT,13.0,1.0,23.0,3.0,62.0,38.0,0.0,4.0,0.0,1.0,626.0,380.0,91.0,79.0,7,H,7,1,0,0,0.0,5.0,5.0,-5.0,24.0,12.0,20.0,12.0,246.0,0.30434782608695654,0.0,0.30434782608695654,1,0,0
Premier League,2021,710643,2021-10-24 15:30:00+00:00,Old Trafford,A. Taylor,Manchester United,Liverpool,0,5,FT,4.0,8.0,12.0,19.0,37.0,63.0,6.0,0.0,1.0,0.0,409.0,731.0,82.0,89.0,-5,A,5,0,0,1,7.0,0.0,7.0,7.0,-26.0,-7.0,-7.0,-4.0,-322.0,0.0,0.2631578947368421,-0.2631578947368421,1,1,1
Premier League,2021,710650,2021-10-30 14:00:00+00:00,Etihad Stadium,A. Marriner,Manchester City,Crystal Palace,0,2,FT,3.0,3.0,14.0,8.0,68.0,32.0,2.0,3.0,1.0,0.0,654.0,319.0,86.0,72.0,-2,A,2,0,0,1,3.0,3.0,6.0,0.0,36.0,14.0,6.0,0.0,335.0,0.0,0.25,-0.25,1,0,0
Premier League,2021,710646,2021-10-31 16:30:00+00:00,Villa Park,C. Kavanagh,Aston Villa,West Ham,1,4,FT,3.0,8.0,9.0,21.0,42.0,58.0,1.0,2.0,1.0,0.0,333.0,459.0,73.0,83.0,-3,A,5,0,0,1,2.0,2.0,4.0,0.0,-16.0,-10.0,-12.0,-5.0,-126.0,0.1111111111111111,0.19047619047619047,-0.07936507936507936,0,0,0
Premier League,2021,710658,2021-11-06 17:30:00+00:00,The American Express Community Stadium,D. Coote,Brighton,Newcastle,1,1,FT,5.0,1.0,14.0,6.0,66.0,34.0,3.0,4.0,1.0,0.0,654.0,326.0,90.0,79.0,0,D,2,0,1,0,4.0,4.0,8.0,0.0,32.0,11.0,8.0,4.0,328.0,0.07142857142857142,0.16666666666666666,-0.09523809523809523,0,0,0
Premier League,2021,710656,2021-11-07 14:00:00+00:00,Emirates Stadium,K. Friend,Arsenal,Watford,1,0,FT,6.0,1.0,14.0,7.0,61.0,39.0,4.0,4.0,0.0,1.0,488.0,316.0,84.0,72.0,1,H,1,1,0,0,4.0,5.0,9.0,-1.0,22.0,12.0,7.0,5.0,172.0,0.07142857142857142,0.0,0.07142857142857142,1,0,0
Premier League,2021,710661,2021-11-07 14:00:00+00:00,Goodison Park,C. Kavanagh,Everton,Tottenham,0,0,FT,2.0,0.0,12.0,8.0,45.0,55.0,2.0,4.0,1.0,0.0,428.0,534.0,81.0,85.0,0,D,0,0,1,0,3.0,4.0,7.0,-1.0,-10.0,-4.0,4.0,2.0,-106.0,0.0,0.0,0.0,0,1,0
Premier League,2021,710674,2021-11-20 15:00:00+00:00,Vicarage Road,J. Moss,Watford,Manchester United,4,1,FT,7.0,3.0,20.0,9.0,39.0,61.0,2.0,3.0,0.0,1.0,335.0,553.0,67.0,80.0,3,H,5,1,0,0,2.0,4.0,6.0,-2.0,-22.0,-13.0,11.0,4.0,-218.0,0.2,0.1111111111111111,0.0888888888888889,0,1,0
Premier League,2021,710714,2021-12-11 12:30:00+00:00,Etihad Stadium,J. Moss,Manchester City,Wolves,1,0,FT,10.0,1.0,24.0,2.0,71.0,29.0,3.0,4.0,0.0,1.0,746.0,310.0,91.0,75.0,1,H,1,1,0,0,3.0,5.0,8.0,-2.0,42.0,16.0,22.0,9.0,436.0,0.041666666666666664,0.0,0.041666666666666664,1,0,0
Premier League,2021,710716,2021-12-15 20:00:00+00:00,Emirates Stadium,A. Taylor,Arsenal,West Ham,2,0,FT,8.0,1.0,21.0,7.0,56.0,44.0,2.0,2.0,0.0,1.0,501.0,387.0,84.0,81.0,2,H,2,1,0,0,2.0,3.0,5.0,-1.0,12.0,3.0,14.0,7.0,114.0,0.09523809523809523,0.0,0.09523809523809523,1,0,0
Premier League,2021,710732,2021-12-19 16:30:00+00:00,Tottenham Hotspur Stadium,P. Tierney,Tottenham,Liverpool,2,2,FT,5.0,6.0,10.0,18.0,44.0,56.0,4.0,4.0,0.0,1.0,413.0,519.0,76.0,82.0,0,D,4,0,1,0,4.0,5.0,9.0,-1.0,-12.0,-6.0,-8.0,-1.0,-106.0,0.2,0.1111111111111111,0.0888888888888889,1,1,1
Premier League,2021,710743,2021-12-26 15:00:00+00:00,Tottenham Hotspur Stadium,J. Moss,Tottenham,Crystal Palace,3,0,FT,6.0,0.0,17.0,4.0,60.0,40.0,1.0,3.0,0.0,1.0,602.0,406.0,91.0,83.0,3,H,3,1,0,0,1.0,4.0,5.0,-3.0,20.0,8.0,13.0,6.0,196.0,0.17647058823529413,0.0,0.17647058823529413,1,0,0
Premier League,2021,710754,2021-12-28 15:00:00+00:00,St. Mary's Stadium,A. Taylor,Southampton,Tottenham,1,1,FT,2.0,11.0,9.0,21.0,35.0,65.0,4.0,2.0,1.0,0.0,290.0,536.0,69.0,84.0,0,D,2,0,1,0,5.0,2.0,7.0,3.0,-30.0,-15.0,-12.0,-9.0,-246.0,0.1111111111111111,0.047619047619047616,0.06349206349206349,0,1,0
Premier League,2021,710756,2022-01-01 12:30:00+00:00,Emirates Stadium,S. Attwell,Arsenal,Manchester City,1,2,FT,2.0,2.0,7.0,15.0,29.0,71.0,5.0,2.0,1.0,0.0,249.0,644.0,72.0,89.0,-1,A,3,0,0,1,6.0,2.0,8.0,4.0,-42.0,-17.0,-8.0,0.0,-395.0,0.14285714285714285,0.13333333333333333,0.009523809523809518,1,1,1
Premier League,2021,710785,2022-01-21 20:00:00+00:00,Vicarage Road,M. Dean,Watford,Norwich,0,3,FT,4.0,2.0,15.0,7.0,69.0,31.0,2.0,1.0,1.0,0.0,565.0,259.0,82.0,59.0,-3,A,3,0,0,1,3.0,1.0,4.0,2.0,38.0,23.0,8.0,2.0,306.0,0.0,0.42857142857142855,-0.42857142857142855,0,0,0
Premier League,2021,710786,2022-02-09 20:00:00+00:00,Villa Park,J. Gillett,Aston Villa,Leeds,3,3,FT,4.0,8.0,12.0,16.0,40.0,60.0,3.0,3.0,1.0,0.0,302.0,456.0,75.0,83.0,0,D,6,0,1,0,4.0,3.0,7.0,1.0,-20.0,-8.0,-4.0,-4.0,-154.0,0.25,0.1875,0.0625,0,0,0
Premier League,2021,710791,2022-02-10 19:45:00+00:00,Molineux Stadium,M. Oliver,Wolves,Arsenal,0,1,FT,4.0,2.0,15.0,12.0,58.0,42.0,2.0,5.0,0.0,1.0,481.0,356.0,82.0,76.0,-1,A,1,0,0,1,2.0,6.0,8.0,-4.0,16.0,6.0,3.0,2.0,125.0,0.0,0.08333333333333333,-0.08333333333333333,0,1,0
Premier League,2021,710729,2022-02-15 20:15:00+00:00,Old Trafford,P. Bankes,Manchester United,Brighton,2,0,FT,7.0,3.0,19.0,10.0,50.0,50.0,3.0,1.0,0.0,1.0,512.0,516.0,82.0,84.0,2,H,2,1,0,0,3.0,2.0,5.0,1.0,0.0,-2.0,9.0,4.0,-4.0,0.10526315789473684,0.0,0.10526315789473684,1,0,0
Premier League,2021,710817,2022-02-26 15:00:00+00:00,Brentford Community Stadium,M. Dean,Brentford,Newcastle,0,2,FT,1.0,11.0,6.0,26.0,37.0,63.0,3.0,1.0,1.0,0.0,301.0,504.0,66.0,83.0,-2,A,2,0,0,1,4.0,1.0,5.0,3.0,-26.0,-17.0,-20.0,-10.0,-203.0,0.0,0.07692307692307693,-0.07692307692307693,0,0,0
Premier League,2021,710841,2022-03-13 14:00:00+00:00,Goodison Park,M. Oliver,Everton,Wolves,0,1,FT,2.0,3.0,7.0,14.0,38.0,62.0,4.0,1.0,1.0,0.0,356.0,597.0,78.0,87.0,-1,A,1,0,0,1,5.0,1.0,6.0,4.0,-24.0,-9.0,-7.0,-1.0,-241.0,0.0,0.07142857142857142,-0.07142857142857142,0,0,0
